symbol,current_price,return_on_equity,return_on_assets,debt_to_equity,current_ratio,quick_ratio,revenue,ebitda,free_cash_flow,previous_close,open,day_high,day_low,fifty_two_week_high,fifty_two_week_low,fifty_two_week_change,volume,average_volume,market_cap,beta,dividend_yield,dividend_rate,ex_dividend_date,long_name,summary,environmental,social,governance,highest_controversy,esg_score,peer_count,peer_group,rating_year,rating_month,adult,animal_testing,gambling,small_arm,furLeather,coal,controversial_weapons,tobacco
DUK,115.4,0.09478,0.02841,168.902,0.768,0.303,30512001024,14897999872.0,-2420750080.0,114.58,114.86,116.15,114.68,125.27,99.21,,6097331,3808135,89695461376,0.358,0.036199998,4.18,2025-05-16 01:00:00,Duke Energy Corporation,"Duke Energy Corporation, through its subsidiaries, operates as an energy company in the United States. It operates through two segments: Electric Utilities and Infrastructure (EU&I); and Gas Utilities and Infrastructure (GU&I). The EU&I segment generates, transmits, distributes, and sells electricity to approximately 8.6 million customers in the Southeast and Midwest regions. It generates electricity through coal, hydroelectric, natural gas, oil, renewables, and nuclear fuel. This segment also engages in the wholesale of electricity to municipalities, electric cooperative utilities, and other load-serving entities. The GU&I segment distributes natural gas to approximately 1.7 million customers in the residential, commercial, industrial, and power generation natural gas sectors; and invests in pipeline transmission projects, renewable natural gas projects, and natural gas storage facilities. The company was formerly known as Duke Energy Holding Corp. and changed its name to Duke Energy Corporation in April 2006. Duke Energy Corporation was founded in 1904 and is headquartered in Charlotte, North Carolina.",,10.04,2.59,2.0,26.31,234.0,Utilities,2025.0,6.0,False,False,False,False,False,False,False,False
DD,66.18,0.00199,0.03362,33.114,1.396,0.872,12520999936,3177999872.0,1773874944.0,66.86,67.94,68.06,66.14,90.06,53.77,,6121469,3370201,27696265216,1.03,0.0248,1.64,2025-05-30 01:00:00,"DuPont de Nemours, Inc.","DuPont de Nemours, Inc. provides technology-based materials and solutions in the United States, Canada, the Asia Pacific, Latin America, Europe, the Middle East, and Africa. It operates through Electronics & Industrial, Water & Protection, and Corporate & Other segments. The Electronics & Industrial segment supplies materials and solutions for the fabrication of semiconductors and integrated circuits. This segment also provides semiconductor and advanced packaging materials; dielectric and metallization solutions for chip packaging; silicones for light emitting diode packaging and semiconductor applications; and permanent and process chemistries for the fabrication of printed circuit boards to include laminates and substrates, and electroless and electrolytic metallization solutions, and electromagnetic shielding and thermal management solutions, as well as patterning solutions, and materials and metallization processes for metal finishing, decorative, and industrial applications. In addition, it offers various materials to manufacture rigid and flexible displays for organic light emitting diode, and other display applications; provides high performance parts, and specialty silicone elastomers, and lubricants to automotive, aerospace, electronics, industrial, and healthcare markets; and photopolymer plates and platemaking systems used in flexographic printing, and digital inks for textile, commercial, and home-office printing applications. The Water & Protection segment provides engineered products and integrated systems for worker safety, water purification and separation, transportation, energy, medical packaging and building materials. The Corporate & Other segment offers auto adhesives and fluids; Multibase; and Tedlar products. The company was formerly known as DowDuPont Inc. and changed its name to DuPont de Nemours, Inc. in June 2019. DuPont de Nemours, Inc. was incorporated in 2015 and is headquartered in Wilmington, Delaware.",,7.22,3.73,3.0,27.16,183.0,Chemicals,2025.0,6.0,False,False,False,False,False,False,False,False
EMN,74.25,0.16032,0.059520002,86.003,1.719,0.739,9361999872,1923000064.0,532375008.0,74.71,75.07,75.125,73.81,114.5,70.9,,3269503,1786766,8572904960,1.264,0.044699997,3.32,2025-06-13 01:00:00,Eastman Chemical Company,"Eastman Chemical Company operates as a specialty materials company in the United States, China, and internationally. The company's Additives & Functional Products segment offers amine derivative-based building blocks, intermediates for surfactants, metam-based soil fumigants, and organic acid-based solutions; specialty coalescent and solvents, paint additives, and specialty polymers; and heat transfer and aviation fluids. It serves transportation, personal care, wellness, food, feed, agriculture, building and construction, water treatment, energy, consumables, durables, and electronics markets. Its Advanced Materials segment provides copolyesters, cellulosic biopolymers, polyvinyl butyral sheets, polyester films and window and protective films for value-added end uses in the transportation, durables, electronics, building and construction, medical and pharma, and consumables end-markets. The company's Chemical Intermediates segment offers olefin and acetyl derivatives, ethylene, and commodity solvents; and primary non-phthalate and phthalate plasticizers, and niche non-phthalate plasticizers for industrial chemicals and processing, building and construction, health and wellness, and food and feed. Its Fibers segment provides cellulose acetate tow, triacetin, cellulose acetate flake, acetic acid, and acetic anhydride for use in filtration media primarily cigarette filters; natural and solution dyed acetate yarns, and staple fiber for use in consumables, and health and wellness markets; and wet-laid nonwoven media, specialty and engineered papers, and cellulose acetate fibers for transportation, industrial, agriculture and mining, and aerospace markets. The company was founded in 1920 and is headquartered in Kingsport, Tennessee.",,8.05,4.85,2.0,33.72,183.0,Chemicals,2025.0,6.0,False,False,False,False,False,False,False,False
ETN,331.23,0.20812,0.07821,58.004,1.306,0.78,25312000000,5792000000.0,2571749888.0,334.86,335.66,338.0,330.79,379.99,231.85,,4406929,2864195,129610301440,1.143,0.0126,4.16,2025-05-05 01:00:00,Eaton Corporation plc,"Eaton Corporation plc operates as a power management company worldwide. It operates through Electrical Americas, Electrical Global, Aerospace, Vehicle, and eMobility segments. The company offers electrical components, industrial components, power distribution and assemblies, residential products, single and three phase power quality and connectivity products, wiring devices, circuit protection products, utility power distribution products, power reliability equipment; and hazardous duty electrical equipment, emergency lighting, fire detection, explosion-proof instrumentation, and structural support systems. It also provides pumps, motors, hydraulic power units, hoses and fittings, and electro-hydraulic pumps; valves, cylinders, electronic controls, electromechanical actuators, sensors, aircraft flap and slat systems, and nose wheel steering systems; hose, thermoplastic tubing products, fittings, adapters, couplings, and sealing and ducting products; air-to-air refueling systems, fuel pumps, fuel inerting products, sensors, and adapters and regulators; oxygen generation system, payload carriages, and thermal management products; and wiring connectors and cables, as well as hydraulic and bag filters, strainers and cartridges, and golf grips for manufacturers of commercial and military aircraft, and related after-market customers, as well as industrial applications. In addition, the company offers transmissions, clutches, hybrid power systems, superchargers, engine valves and valve actuation systems, locking and limited slip differentials, transmission controls, and fuel vapor components for the vehicle industry. Further, it provides voltage inverters, converters, fuses, circuit protection units, vehicle controls, power distribution systems, fuel tank isolation valves, and commercial vehicle hybrid systems. Eaton Corporation plc formerly known as Abeiron Limited. Eaton Corporation plc was founded in 1911 and is based in Dublin, Ireland.",,9.26,4.26,2.0,21.28,111.0,Electrical Equipment,2025.0,6.0,False,False,False,False,False,False,False,False
EBAY,77.62,0.36479,0.067779996,145.01,1.169,1.072,10311999488,2516000000.0,3065374976.0,77.53,77.8,78.19,77.05,79.84,52.03,,11018090,5673733,35770712064,1.261,0.0149,1.16,2025-05-30 01:00:00,eBay Inc.,"eBay Inc., together with its subsidiaries, operates marketplace platforms that connect buyers and sellers in the United States, the United Kingdom, China, Germany, and internationally. The company's marketplace platform includes its online marketplace at ebay.com, off-platform businesses, and the eBay suite of mobile apps. Its platforms enable users to list, sell, buy, and pay various products. The company was founded in 1995 and is headquartered in San Jose, California.",,8.27,4.44,2.0,15.42,585.0,Software & Services,2025.0,6.0,False,False,False,False,False,False,False,False
ECL,261.23,0.24774,0.07764,103.915,1.319,0.908,15684500480,3648699904.0,1633100032.0,260.22,260.95,262.01,259.05,273.69,220.96,,2287265,1299941,74062102528,1.044,0.01,2.6,2025-06-17 01:00:00,Ecolab Inc.,"Ecolab Inc. provides water, hygiene, and infection prevention solutions and services in the United States and internationally. The company operates through four reportable segments: Global Industrial, Global Institutional & Specialty, Global Healthcare & Life Sciences, and Global Pest Elimination. The Global Industrial segment offers water treatment and process applications, and cleaning and sanitizing solutions to manufacturing, food and beverage processing, transportation, chemical, metals and mining, power generation, refining, pulp and paper, and petrochemical industries. The Global Institutional & Specialty segment provides cleaning and sanitizing products to the foodservice, hospitality, lodging, government and education, and retail industries. The Global Healthcare & Life Sciences segment offers cleaning and sanitizing products, such as infection prevention, and end-to-end cleaning and contamination control solutions to the healthcare, personal care, and pharmaceutical industries under the Ecolab, Bioquell, Purolite, and Anios brand names. The Global Pest Elimination segment provides pest elimination services to detect, prevent, and eliminate pests comprising rodents and insects in full-service and quick-service restaurants, food and beverage processors, hotels, grocery operations, and other commercial segments, including education, life sciences, and healthcare. It sells its products through field sales and corporate account personnel, distributors, and dealers. Ecolab Inc. was founded in 1923 and is headquartered in Saint Paul, Minnesota.",,7.25,5.56,2.0,23.86,183.0,Chemicals,2025.0,6.0,False,False,False,False,False,False,False,False
EIX,49.65,0.15001,0.02796,210.459,0.956,0.513,17332000768,6406000128.0,-1136125056.0,50.46,50.63,51.13,49.56,88.77,47.73,,3078822,3553256,19103533056,0.783,0.066700004,3.31,2025-04-07 01:00:00,Edison International,"Edison International, through its subsidiaries, engages in the generation and distribution of electric power. The company supplies and delivers through its electrical infrastructure to an approximately 50,000 square-mile area of southern California. It serves residential, commercial, industrial, public authorities, agricultural, and other sectors. The company's distribution network consists of approximately 13,000 circuit-miles of lines ranging from 55 kV to 500 kV and approximately 80 transmission substations; and approximately 38,000 circuit-miles of overhead lines, approximately 32,000 circuit-miles of underground lines, and approximately 730 distribution substations. Edison International was founded in 1886 and is based in Rosemead, California.",,12.11,3.48,3.0,23.97,234.0,Utilities,2025.0,6.0,False,False,False,False,False,False,False,False
EW,73.83,0.16511999,0.084180005,6.863,4.454,3.334,5522299904,1686000000.0,1447462528.0,73.98,74.43,74.74,73.35,95.25,58.93,,6998429,4561575,43308679168,1.123,,,,Edwards Lifesciences Corporation,"Edwards Lifesciences Corporation provides products and technologies to treat advanced cardiovascular diseases in the United States, Europe, Japan, and internationally. The company offers transcatheter heart valve replacement products for minimally invasive replacement of aortic heart valves under the Edwards SAPIEN family of valves system; and transcatheter heart valve repair and replacement products to treat mitral and tricuspid valve diseases under the PASCAL PRECISION and Cardioband brands. It also provides surgical structural heart solutions, such as aortic surgical valve under the INSPIRIS brand name; INSPIRIS RESILIA aortic valve, which offers RESILIA tissue and VFit technology; KONECT RESILIA, a pre-assembled tissue valve conduit for complex combined procedures; and MITRIS RESILIA valve. The company distributes its products through a direct sales force and independent distributors. Edwards Lifesciences Corporation was founded in 1958 and is headquartered in Irvine, California.",,13.42,5.19,1.0,21.57,309.0,Healthcare,2025.0,6.0,False,True,False,False,False,False,False,False
EA,150.56,0.16131,0.07678,34.732,0.947,0.846,7463000064,1938000000.0,1655750016.0,151.0,152.045,152.63,149.91,168.5,115.21,,6574609,3209385,37755326464,0.711,0.005,0.76,2025-05-28 01:00:00,Electronic Arts Inc.,"Electronic Arts Inc. develops, markets, publishes, and delivers games, content, and services for game consoles, PCs, and mobile phones worldwide. It develops and publishes games and services across various genres, such as sports, racing, first-person shooter, action, role-playing, and simulation; live services offerings, including extra content and subscription offerings through its global football and American football franchises, such as EA SPORTS College Football and EA SPORTS Madden NFL, as well as based on its IP comprising The Sims, Apex Legends, and Battlefield. The company markets and sells its games and services through digital distribution and retail channels; and directly to mass market retailers, specialty stores, and distribution arrangements. Electronic Arts Inc. was incorporated in 1982 and is headquartered in Redwood City, California.",,7.91,3.85,1.0,12.09,585.0,Software & Services,2025.0,6.0,False,False,False,False,False,False,False,False
ELV,374.52,0.14175001,0.0493,70.397,1.431,1.303,183124000768,9834999808.0,7437749760.0,375.91,376.81,380.0,370.88,567.26,357.45,,2934730,1766682,84617175040,0.617,0.0183,6.84,2025-06-10 01:00:00,"Elevance Health, Inc.","Elevance Health, Inc., together with its subsidiaries, operates as a health benefits company in the United States. It operates in four segments: Health Benefits, CarelonRx, Carelon Services, and Corporate & Other. The company offers a variety of health plans and services to individual, employer group risk-based and fee-based, BlueCard, Medicare, Medicaid, and FEP members; health products; a broad array of fee-based administrative managed care services; and specialty and other insurance products and services, such as stop loss, dental, vision, and supplemental health insurance benefits. It also operates in the pharmacy services business; and markets and offers pharmacy services, including home delivery and specialty pharmacies, claims adjudication, formulary management, pharmacy networks, rebate administration, a prescription drug database, and member services, as well as infusion services and injectable therapies through ambulatory infusion centers. In addition, the company provides healthcare related services and capabilities, including specialty care enablement and utilization management support for specialized clinical domains; behavioral health and comprehensive care management services; palliative care services and management; virtual care; and payment integrity, subrogation, clinical data exchange through its HealthOS platform, research and data, reporting and clinical analytics, information technology, and business process support services, as well as manages home health, post-acute institutional management, and durable medical equipment costs; and supports plans in managing home and community-based services. It provides its services under the Anthem Blue Cross and Blue Shield, Wellpoint, and Carelon brands. The company was formerly known as Anthem, Inc. and changed its name to Elevance Health, Inc. in June 2022. Elevance Health, Inc. was incorporated in 2001 and is headquartered in Indianapolis, Indiana.",,5.26,3.97,2.0,9.31,309.0,Healthcare,2025.0,6.0,False,False,False,False,False,False,False,False
EMR,128.33,0.08335,0.04718,77.857,0.795,0.547,17607000064,4853000192.0,3432624896.0,128.66,129.45,129.835,127.86,134.85,90.06,,2091814,3191193,72185618432,1.268,0.0164,2.11,2025-05-16 01:00:00,Emerson Electric Co.,"Emerson Electric Co., a technology and software company, provides various solutions in the Americas, Asia, the Middle East, Africa, and Europe. It operates through seven segments: Final Control, Measurement & Analytical, Discrete Automation, Safety & Productivity, Control Systems & Software, Test & Measurement, and AspenTech. The Final Control segment provides control, isolation, shutoff, pressure relief, and pressure safety valves, actuators, and regulators for process and hybrid industries. The Measurement & Analytical segment offers intelligent instrumentation measuring the physical properties of liquids or gases, such as pressure, temperature, level, flow, acoustics, corrosion, pH, conductivity, water quality, toxic gases, and flame. The Discrete Automation segment offers solenoid and pneumatic valves, valve position indicators, pneumatic cylinders, actuators, air preparation equipment, pressure and temperature switches, electric linear motion solutions, programmable automation control systems, electrical distribution equipment, and materials joining solutions. The Safety & Productivity segment offers tools for professionals and homeowners; pipe-working tools, including pipe wrenches, pipe cutters, pipe threading and roll grooving equipment, battery hydraulic tools; electrical tools; and other professional tools. The Control Systems & Software segment provides control systems, safety instrumented systems, SCADA systems, application software, digital twins, asset performance management, and cybersecurity. The Test & Measurement provides software-connected automated test and measurement systems. The AspenTech segment provides asset optimization software that enables industrial manufacturers to design, operate, and maintain operations for enhancing performance through a combination of decades of modeling, simulation, and optimization capabilities. The company was incorporated in 1890 and is based in Saint Louis, Missouri.",,12.6,4.13,1.0,22.79,275.0,Machinery,2025.0,6.0,False,False,False,False,False,False,False,False
ENPH,35.85,0.17132,0.03012,152.289,1.895,1.496,1423128064,225983008.0,358479744.0,36.38,36.45,37.39,35.69,130.08,33.01,,13064894,6951632,4703770624,1.701,,,,"Enphase Energy, Inc.","Enphase Energy, Inc., together with its subsidiaries, designs, develops, manufactures, and sells home energy solutions for the solar photovoltaic industry in the United States and internationally. The company offers semiconductor-based microinverter that converts energy at the individual solar module level and combines with its proprietary networking and software technologies to provide energy monitoring and control. It also provides microinverter units and related accessories; IQ Battery and related accessories; IQ Gateway and IQ Energy Router; cloud-based Enlighten monitoring service; and electric vehicle charging solutions, as well as design, proposal, permitting, and lead generation services. The company sells its solutions to solar distributors; and directly to large installers, original equipment manufacturers, strategic partners, and homeowners, as well as through its legacy product upgrade program or online store. Enphase Energy, Inc. was incorporated in 2006 and is headquartered in Fremont, California.",,8.81,6.25,1.0,19.9,111.0,Electrical Equipment,2025.0,6.0,False,False,False,False,False,False,False,False
ETR,80.97,0.08853,0.03068,199.493,0.825,0.46,11931898880,5390584832.0,-2324900864.0,80.92,81.22,82.05,80.87,88.38,52.065,,7933944,3608072,36139745280,0.583,0.0296,2.4,2025-05-02 01:00:00,Entergy Corporation,"Entergy Corporation, together with its subsidiaries, engages in the production and retail distribution of electricity in the United States. It generates, transmits, distributes, and sells electric power in portions of Arkansas, Louisiana, Mississippi, and Texas, including the City of New Orleans; and distributes natural gas. It also engages in the ownership of interests in non-nuclear power plants that sell electric power to wholesale customers, as well as provides decommissioning services to other nuclear power plant owners. It generates electricity through gas, nuclear, coal, hydro, and solar power sources. The company sells energy to retail power providers, utilities, electric power co-operatives, power trading organizations, and other power generation companies. The company's power plants have approximately 25,000 megawatts of electric generating capacity. It delivers electricity to 3 million utility customers in Arkansas, Louisiana, Mississippi, and Texas. Entergy Corporation was founded in 1913 and is headquartered in New Orleans, Louisiana.",,7.39,4.25,2.0,24.93,234.0,Utilities,2025.0,6.0,False,False,False,False,False,False,False,False
EOG,125.32,0.20899999,0.105059996,17.15,1.867,1.612,23478999040,12144000000.0,4095249920.0,123.78,123.99,125.955,123.89,138.18,102.52,,3291589,4177759,68398026752,0.761,0.0326,4.08,2025-07-17 01:00:00,"EOG Resources, Inc.","EOG Resources, Inc., together with its subsidiaries, explores for, develops, produces, and markets crude oil, natural gas liquids, and natural gas in producing basins in the United States, the Republic of Trinidad and Tobago, and internationally. The company was formerly known as Enron Oil & Gas Company. EOG Resources, Inc. was incorporated in 1985 and is headquartered in Houston, Texas.",,8.73,6.1,2.0,38.0,163.0,Oil & Gas Producers,2025.0,6.0,False,False,False,False,False,False,False,False
EPAM,163.06,0.11568,0.08141,4.341,3.061,2.898,4864166912,690411008.0,566563904.0,165.02,161.055,166.22,158.54,269.0,138.15,,1216122,824798,9237788672,1.718,,,,"EPAM Systems, Inc.","EPAM Systems, Inc. provides digital platform engineering and software development services worldwide. The company offers engineering services, including requirements analysis and platform selection, customization, cross-platform migration, implementation, and integration; cloud services for creating a roadmap to set and refine IT and business goals while identifying new and emerging cloud opportunities; data, analytics and artificial intelligence; customer experience design; and cybersecurity. It also offers operation solutions comprising integrated engineering practices and smart automation services. In addition, the company offers software product and platform development services, which comprise product research, customer experience design and prototyping, program management, component design and integration, full lifecycle software testing, product deployment and end-user customization, performance tuning, product support and maintenance, managed services, as well as cross-platform migration and modernizing legacy platforms. The company serves the financial services; consumer goods, retail and travel; software and Hi-tech; business information and media, life sciences and healthcare; and emerging verticals industries EPAM Systems, Inc. was founded in 1993 and is headquartered in Newtown, Pennsylvania.",,15.59,5.77,0.0,27.09,585.0,Software & Services,2025.0,6.0,False,False,False,False,False,False,False,False
EQT,60.44,0.022969998,0.0125,34.392,0.568,0.516,6155850752,2947750912.0,1317945600.0,59.37,59.44,60.8,58.78,60.8,30.02,,11671427,7980103,36180955136,0.655,0.0104,0.63,2025-05-07 01:00:00,EQT Corporation,"EQT Corporation engages in the production, gathering, and transmission of natural gas. The company sells natural gas and natural gas liquids to marketers, utilities, and industrial customers located in the Appalachian Basin. It also provides marketing services and contractual pipeline capacity management services, as well as involved in risk management and hedging activities. The company was formerly known as Equitable Resources Inc. and changed its name to EQT Corporation in February 2009. EQT Corporation was founded in 1888 and is headquartered in Pittsburgh, Pennsylvania.",,9.29,5.79,1.0,31.69,163.0,Oil & Gas Producers,2025.0,6.0,False,False,False,False,False,False,False,False
EFX,255.7,0.12519,0.05641,97.097,0.853,0.701,5733700096,1778300032.0,783900032.0,253.39,254.0,256.92,252.805,309.63,199.98,,1992158,1024632,31757684736,1.629,0.0078,2.0,2025-05-23 01:00:00,Equifax Inc.,"Equifax Inc. operates as a data, analytics, and technology company. The company operates through three segments: Workforce Solutions, U.S. Information Solutions (USIS), and International. The Workforce Solutions segment offers services that enables customers to verify income, employment, educational history, criminal justice data, healthcare professional licensure, and sanctions of people in the United States; and employer customers with services that that assist them in complying with and automating certain payroll-related and human resource management processes throughout the entire cycle of the employment relationship. The U.S. Information Solutions segment provides consumer and commercial information services, such as credit information and credit scoring, credit modeling and portfolio analytics, locate, fraud detection and prevention, identity verification, and other consulting services; mortgage services; financial marketing services; identity management services; and credit monitoring products. The International segment offers information service products, which include consumer and commercial services, such as credit and financial information, and credit scoring and modeling; and credit and other marketing products and services, as well as offers information, technology, and services to support debt collections and recovery management. It also provides information solutions for businesses, governments and consumers; and human resources business process automation and outsourcing services for employers.It operates in Argentina, Australia, Brazil, Canada, Chile, Costa Rica, Dominican Republic, Ecuador, El Salvador, Honduras, India, Ireland, Mexico, New Zealand, Paraguay, Peru, Portugal, Spain, the United Kingdom, Uruguay, and the United States. The company was founded in 1899 and is headquartered in Atlanta, Georgia.",,16.75,5.23,2.0,22.21,207.0,Commercial Services,2025.0,6.0,False,False,False,False,False,False,False,False
EQIX,882.88,0.07059,0.03119,141.235,1.437,1.248,8814000128,3664999936.0,3243500032.0,886.85,890.36,894.605,882.02,994.03,701.41,,602943,585341,86362439680,0.957,0.0212,18.76,2025-05-21 01:00:00,"Equinix, Inc.","Equinix (Nasdaq: EQIX) is the world's digital infrastructure company. Digital leaders harness Equinix's trusted platform to bring together and interconnect foundational infrastructure at software speed. Equinix enables organizations to access all the right places, partners and possibilities to scale with agility, speed the launch of digital services, deliver world-class experiences and multiply their value, while supporting their sustainability goals.",,4.76,4.82,1.0,13.14,509.0,Real Estate,2025.0,6.0,False,False,False,False,False,False,False,False
EQR,68.99,0.08901,0.02643,70.333,0.204,0.073,3010099968,1840765952.0,1447674240.0,68.87,68.97,69.405,68.53,78.83,59.41,,2959946,1980369,27017035776,0.919,0.0402,2.77,2025-06-24 01:00:00,Equity Residential,"Equity Residential is committed to creating communities where people thrive. The Company, a member of the S&P 500, is focused on the acquisition, development and management of residential properties located in and around dynamic cities that attract affluent long-term renters. Equity Residential owns or has investments in 312 properties consisting of 84,648 apartment units, with an established presence in Boston, New York, Washington, D.C., Seattle, San Francisco and Southern California, and an expanding presence in Denver, Atlanta, Dallas/Ft. Worth and Austin.",,3.02,5.18,1.0,12.42,509.0,Real Estate,2025.0,6.0,False,False,False,False,False,False,False,False
ERIE,352.04,0.3238,0.16288,0.615,1.382,1.254,3903813120,778619776.0,362523872.0,348.57,350.5,356.85,349.8175,547.0,343.76,,462615,144461,18408136704,0.357,0.0155,5.46,2025-07-08 01:00:00,Erie Indemnity Company,"Erie Indemnity Company operates as a managing attorney-in-fact for the subscribers at the Erie Insurance Exchange in the United States. It provides issuance and renewal services; sales related services, including agent compensation, and sales and advertising support services; underwriting services comprise underwriting and policy processing; and other services consist of customer services and administrative support services, as well as information technology services. The company was incorporated in 1925 and is based in Erie, Pennsylvania.",,10.69,11.52,1.0,22.6,186.0,Insurance,2025.0,6.0,False,False,False,False,False,False,False,False
ESS,284.34,0.12810999,0.028299998,118.416,0.383,0.116,1861154048,1182027008.0,794400128.0,284.01,284.89,287.2,281.69,317.73,243.85,,600730,478087,19633563648,0.802,0.036199998,10.28,2025-06-30 01:00:00,"Essex Property Trust, Inc.","Essex Property Trust, Inc., an S&P 500 company, is a fully integrated real estate investment trust (REIT) that acquires, develops, redevelops, and manages multifamily residential properties in selected West Coast markets. Essex currently has ownership interests in 257 apartment communities comprising over 62,000 apartment homes with an additional property in active development.",,2.73,6.03,1.0,13.18,509.0,Real Estate,2025.0,6.0,False,False,False,False,False,False,False,False
EL,75.19,-0.15976,0.03877,215.926,1.414,0.891,14785999872,2151000064.0,1570625024.0,74.72,75.0,75.42,74.2782,115.82,48.37,,3366130,4198933,27049754624,1.117,0.0186,1.4,2025-05-30 01:00:00,The Estée Lauder Companies Inc.,"The Estée Lauder Companies Inc. manufactures, markets, and sells skin care, makeup, fragrance, and hair care products worldwide. It offers skin care products, including moisturizers, serums, cleansers, toners, body care, exfoliators, acne care and oil correctors, facial masks, and sun care products; and makeup products, such as lipsticks, lip glosses, mascaras, foundations, eyeshadows, and powders, as well as compacts, brushes, and other makeup tools. The company also provides fragrance products in various forms comprising eau de parfum sprays and colognes, as well as lotions, powders, creams, candles, and soaps; and hair care products, including shampoos, conditioners, styling products, treatment, finishing sprays, and hair color products, as well as sells ancillary products and services. It offers its products under the Estée Lauder, Clinique, Origins, M·A·C, Bobbi Brown Cosmetics, La Mer, Aveda, Jo Malone London, TOM FORD, Too Faced, Dr.Jart+, and The Ordinary brands. The company sells its products through department stores, specialty-multi retailers, upscale perfumeries and pharmacies, and salons and spas; freestanding stores; its own and authorized retailer websites; third-party online malls; stores in airports; and duty-free locations. The Estée Lauder Companies Inc. was founded in 1946 and is headquartered in New York, New York.",,9.4,6.08,1.0,20.99,51.0,Household Products,2025.0,6.0,False,False,False,False,False,False,False,False
EG,337.3,0.06122,0.01207,25.368,0.395,0.277,17401999360,,4593375232.0,332.9,334.02,340.0,334.02,407.3,320.0,,1196868,406811,14346953728,0.519,0.023699999,8.0,2025-05-28 01:00:00,"Everest Group, Ltd.","Everest Group, Ltd., through its subsidiaries, provides reinsurance and insurance products in the United States, Europe, and internationally. It operates in two segment, Insurance and Reinsurance. The company writes property and casualty reinsurance; treaty and facultative reinsurance products; and specialty lines of business through reinsurance brokers, as well as directly with ceding companies; and writes property and casualty insurance directly, as well as through brokers, surplus lines, and general agents. It also provides reinsurance products comprising mortgage, catastrophe, marine, aviation, engineering, professional line, credit and surety, motor, agriculture/crop, and political violence reinsurance products. In addition, the company offers commercial property and casualty insurance products through wholesale and retail brokers, surplus lines brokers, and program administrators. The company was formerly known as Everest Re Group, Ltd. and changed its name to Everest Group, Ltd. in July 2023.Everest Group, Ltd., was founded in 1973 and is headquartered in Hamilton, Bermuda.",,7.93,10.27,1.0,19.63,186.0,Insurance,2025.0,6.0,False,False,False,False,False,False,False,False
EVRG,67.19,0.09047,0.02912,144.484,0.553,0.07,5890800128,2667300096.0,-467612512.0,66.79,67.12,67.78,66.89,70.36,52.1,,2571337,2428895,15459815424,0.472,0.0397,2.67,2025-05-23 01:00:00,"Evergy, Inc.","Evergy, Inc., together with its subsidiaries, engages in the generation, transmission, distribution, and sale of electricity in the United States. It generates electricity through coal, landfill gas, uranium, and natural gas and oil sources, as well as solar, wind, other renewable sources. The company serves residences, commercial firms, industrials, municipalities, and other electric utilities. The company was incorporated in 2017 and is headquartered in Kansas City, Missouri.",,10.64,4.88,1.0,29.24,234.0,Utilities,2025.0,6.0,False,False,False,False,False,False,False,False
ES,62.52,0.05617,0.03091,189.941,0.754,0.334,12686588928,4379497984.0,-845830272.0,62.4,62.73,63.36,62.29,69.01,52.28,,5034952,2794585,22968909824,0.648,0.0481,3.01,2025-05-15 01:00:00,Eversource Energy,"Eversource Energy, a public utility holding company, engages in the energy delivery business. The company operates through Electric Distribution, Electric Transmission, Natural Gas Distribution, and Water Distribution segments. It is involved in the transmission and distribution of electricity; solar power facilities; and distribution of natural gas. The company operates regulated water utilities that provide water services to residential, commercial, industrial, municipal and fire protection, and other customers in Connecticut, Massachusetts, and New Hampshire. The company was formerly known as Northeast Utilities and changed its name to Eversource Energy in April 2015. Eversource Energy was incorporated in 1927 and is headquartered in Springfield, Massachusetts.",,8.17,5.82,2.0,18.08,234.0,Utilities,2025.0,6.0,False,False,False,False,False,False,False,False
EXC,42.6,0.10099,0.02755,174.861,1.086,0.649,23698999296,7647000064.0,-1935000064.0,42.37,42.53,42.865,42.3301,48.11,34.01,,12634993,8309150,43006402560,0.476,0.0376,1.6,2025-05-12 01:00:00,Exelon Corporation,"Exelon Corporation, a utility services holding company, engages in the energy distribution and transmission businesses. The company is involved in the purchase and regulated retail sale of electricity and natural gas; transmission and distribution of electricity; and distribution of natural gas to retail customers. It serves residential, commercial, industrial, governmental, public authorities and electric railroads, and transportation customers. Exelon Corporation was incorporated in 1999 and is headquartered in Chicago, Illinois.",,8.1,4.7,3.0,19.16,234.0,Utilities,2025.0,6.0,False,False,False,False,False,False,False,False
EXE,122.05,-0.07096,-0.02259,30.912,0.589,0.476,6568000000,1226000000.0,1787374976.0,120.77,121.72,123.345,120.9,123.345,69.12,,5906903,3421706,29045338112,0.476,0.0188,2.3,2025-05-15 01:00:00,Expand Energy Corporation,"Expand Energy Corporation operates as an independent natural gas production company in the United States. The company engages in acquisition, exploration, and development of properties to produce oil, natural gas, and natural gas liquids. It holds interests in the Marcellus Shale in the northern Appalachian Basin in Pennsylvania; the Marcellus and Utica Shales in Ohio and West Virginia; and the Haynesville and Bossier Shales in Louisiana. The company was formerly known as Chesapeake Energy Corporation and changed its name to Expand Energy Corporation in October 2024. Expand Energy Corporation was founded in 1989 and is based in Oklahoma City, Oklahoma.",,9.53,7.26,2.0,36.35,167.0,Oil & Gas Producers,2024.0,11.0,False,False,False,False,False,False,False,False
